Date,Circle,Division,PSS,Equipment Name,PTR No.,PTR Capacity (MVA),Max Voltage,Time,Min Voltage,Time,Max Loading,Time,Min Loading,Time,Remarks
,,,,, , ,(kV),(hh:mm),(kV),(hh:mm),(Amp),(hh:mm),(Amp),(hh:mm),
23/10/2025,RKL,SED,TUMAPALI,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
23/10/2025,RKL,SED,TUMAPALI,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
24/10/2025,RKL,SED,TUMAPALI,33kV I/C-1 (GSS), , ,33.59,0:00:00,33.25,19:00:00,13.11,21:00:00,6.4,8:00:00, 
24/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (33kV), , , , , , ,9.8,21:00:00,3.7,8:00:00, 
24/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (33kV), , , , , , ,3.7,12:00:00,2.7,8:00:00, 
24/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (11kV), , ,11.19,3:00:00,11.02,19:00:00, , , , , 
24/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (11kV), , ,11.29,3:00:00,11.09,19:00:00, , , , , 
24/10/2025,RKL,SED,TUMAPALI,11KV JHARIAPALI,1,5, , , , ,14,21:00:00,8,12:00:00, 
24/10/2025,RKL,SED,TUMAPALI,11 KV TANGARPALI,1,5, , , , ,15,21:00:00,8,12:00:00, 
24/10/2025,RKL,SED,TUMAPALI,11kV UJALPUR,2,5, , , , ,11,12:00:00,7,1:00:00, 
24/10/2025,RKL,SED,TUMAPALI,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
24/10/2025,RKL,SED,TUMAPALI,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
25/10/2025,RKL,SED,TUMAPALI,33kV I/C-1 (GSS), , ,33.64,2:00:00,32.7,11:00:00,13.41,20:00:00,8.9,9:00:00, 
25/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (33kV), , , , , , ,9.6,22:00:00,5,9:00:00, 
25/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (33kV), , , , , , ,3.6,19:00:00,2.7,13:00:00, 
25/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (11kV), , ,11.19,6:00:00,10.81,11:00:00, , , , , 
25/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (11kV), , ,11.29,6:00:00,10.91,11:00:00, , , , , 
25/10/2025,RKL,SED,TUMAPALI,11KV JHARIAPALI,1,5, , , , ,14,21:00:00,7,11:00:00, 
25/10/2025,RKL,SED,TUMAPALI,11 KV TANGARPALI,1,5, , , , ,15,21:00:00,8,11:00:00, 
25/10/2025,RKL,SED,TUMAPALI,11kV UJALPUR,2,5, , , , ,10,19:00:00,7,0:00:00, 
25/10/2025,RKL,SED,TUMAPALI,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
25/10/2025,RKL,SED,TUMAPALI,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
26/10/2025,RKL,SED,TUMAPALI,33kV I/C-1 (GSS), , ,33.79,3:00:00,32.71,12:00:00, , , , , 
26/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (33kV), , , , , , ,10.17,21:00:00,6.1,11:00:00, 
26/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (33kV), , , , , , ,3.5,16:00:00,2.7,2:00:00, 
26/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (11kV), , ,11.11,5:00:00,10.94,2:00:00, , , , , 
26/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (11kV), , ,11.13,23:00:00,10.91,18:00:00, , , , , 
26/10/2025,RKL,SED,TUMAPALI,11KV JHARIAPALI,1,5, , , , ,14,20:00:00,8,10:00:00, 
26/10/2025,RKL,SED,TUMAPALI,11 KV TANGARPALI,1,5, , , , ,15,22:00:00,8,9:00:00, 
26/10/2025,RKL,SED,TUMAPALI,11kV UJALPUR,2,5, , , , ,9,16:00:00,7,1:00:00, 
26/10/2025,RKL,SED,TUMAPALI,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
26/10/2025,RKL,SED,TUMAPALI,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
27/10/2025,RKL,SED,TUMAPALI,33kV I/C-1 (GSS), , ,33.51,23:00:00,32.7,11:00:00, , , , , 
27/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (33kV), , , , , , ,9.8,1:00:00,5.5,12:00:00, 
27/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (33kV), , , , , , ,4,18:00:00,2.6,9:00:00, 
27/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (11kV), , ,11.92,23:00:00,10.81,13:00:00, , , , , 
27/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (11kV), , ,11.04,2:00:00,10.91,13:00:00, , , , , 
27/10/2025,RKL,SED,TUMAPALI,11KV JHARIAPALI,1,5, , , , ,13,3:00:00,9,9:08:00, 
27/10/2025,RKL,SED,TUMAPALI,11 KV TANGARPALI,1,5, , , , ,15,23:00:00,8,9:00:00, 
27/10/2025,RKL,SED,TUMAPALI,11kV UJALPUR,2,5, , , , ,10,18:00:00,7,9:00:00, 
27/10/2025,RKL,SED,TUMAPALI,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
27/10/2025,RKL,SED,TUMAPALI,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
28/10/2025,RKL,SED,TUMAPALI,33kV I/C-1 (GSS), , ,33.29,16:00:00,32.91,11:00:00,12.7,1:00:00,8.1,10:00:00, 
28/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (33kV), , , , , , ,10.5,2:00:00,5.4,14:00:00, 
28/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (33kV), , , , , , ,3.5,3:00:00,2.2,9:00:00, 
28/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (11kV), , ,11.01,16:00:00,10.88,11:00:00, , , , , 
28/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (11kV), , ,11.16,1:00:00,10.97,11:00:00, , , , , 
28/10/2025,RKL,SED,TUMAPALI,11KV JHARIAPALI,1,5, , , , ,12,18:00:00,7,10:00:00, 
28/10/2025,RKL,SED,TUMAPALI,11 KV TANGARPALI,1,5, , , , ,14,4:00:00,8,10:00:00, 
28/10/2025,RKL,SED,TUMAPALI,11kV UJALPUR,2,5, , , , ,9,18:00:00,6,9:00:00, 
28/10/2025,RKL,SED,TUMAPALI,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
28/10/2025,RKL,SED,TUMAPALI,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
29/10/2025,RKL,SED,TUMAPALI,33kV I/C-1 (GSS), , ,33.33,15:00:00,32.9,18:00:00,12.03,19:00:00,7.9,14:00:00, 
29/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (33kV), , , , , , ,8.6,18:00:00,5.2,14:00:00, 
29/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (33kV), , , , , , ,3.5,18:00:00,2.5,2:00:00, 
29/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (11kV), , ,11.04,15:00:00,10.91,18:00:00, , , , , 
29/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (11kV), , ,11.14,16:00:00,10.98,18:00:00, , , , , 
29/10/2025,RKL,SED,TUMAPALI,11KV JHARIAPALI,1,5, , , , ,11,17:00:00,6,13:00:00, 
29/10/2025,RKL,SED,TUMAPALI,11 KV TANGARPALI,1,5, , , , ,13,17:00:00,8,9:00:00, 
29/10/2025,RKL,SED,TUMAPALI,11kV UJALPUR,2,5, , , , ,10,17:00:00,6,2:00:00, 
29/10/2025,RKL,SED,TUMAPALI,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
29/10/2025,RKL,SED,TUMAPALI,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
30/10/2025,RKL,SED,TUMAPALI,33kV I/C-1 (GSS), , ,33.33,3:00:00,32.96,11:00:00,12.13,20:00:00,8.4,13:00:00, 
30/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (33kV), , , , , , ,9,20:00:00,5.3,12:00:00, 
30/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (33kV), , , , , , ,3.6,12:00:00,2.5,1:00:00, 
30/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (11kV), , ,11.02,3:00:00,10.91,11:00:00, , , , , 
30/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (11kV), , ,11.13,3:00:00,11,11:00:00, , , , , 
30/10/2025,RKL,SED,TUMAPALI,11KV JHARIAPALI,1,5, , , , ,13,20:00:00,7,15:00:00, 
30/10/2025,RKL,SED,TUMAPALI,11 KV TANGARPALI,1,5, , , , ,14,22:00:00,7,10:00:00, 
30/10/2025,RKL,SED,TUMAPALI,11kV UJALPUR,2,5, , , , ,10,15:00:00,6,1:00:00, 
30/10/2025,RKL,SED,TUMAPALI,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
30/10/2025,RKL,SED,TUMAPALI,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
31/10/2025,RKL,SED,TUMAPALI,33kV I/C-1 (GSS), , ,33.68,19:00:00,32.6,22:00:00,36.01,17:00:00,8.1,19:00:00, 
31/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (33kV), , , , , , ,8.7,22:00:00,2.7,14:00:00, 
31/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (33kV), , , , , , ,3.4,19:00:00,2.6,3:00:00, 
31/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-1 (11kV), , ,11.21,19:00:00,10.87,7:00:00, , , , , 
31/10/2025,RKL,SED,TUMAPALI,5 MVA PTR-2 (11kV), , ,11.25,19:00:00,10.97,8:00:00, , , , , 
31/10/2025,RKL,SED,TUMAPALI,11KV JHARIAPALI,1,5, , , , ,11,1:00:00,7,15:00:00, 
31/10/2025,RKL,SED,TUMAPALI,11 KV TANGARPALI,2,5, , , , ,14,22:00:00,8,12:00:00, 
31/10/2025,RKL,SED,TUMAPALI,11kV UJALPUR,2,5, , , , ,9,18:00:00,7,1:00:00, 
31/10/2025,RKL,SED,TUMAPALI,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
31/10/2025,RKL,SED,TUMAPALI,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
1/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
1/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
1/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
1/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
1/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
1/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , ,112,15:00:00,87,5:00:00, 
1/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , ,46,23:00:00,36,5:00:00, 
1/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , ,9,11:00:00,6,4:00:00, 
1/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
1/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
2/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
2/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
2/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
2/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
2/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
2/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , ,103,23:00:00,83,11:00:00, 
2/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , ,44,10:00:00,36,15:00:00, 
2/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , ,9,9:00:00,6,4:00:00, 
2/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
2/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
3/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
3/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
3/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
3/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
3/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
3/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , ,94,7:00:00,74,15:00:00, 
3/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , ,46,12:00:00,31,15:00:00, 
3/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , ,12,10:00:00,4,6:00:00, 
3/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
3/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
4/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
4/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
4/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
4/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
4/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
4/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , ,97,23:00:00,75,14:00:00, 
4/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , ,43,12:00:00,30,3:00:00, 
4/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , ,11,12:00:00,4,6:00:00, 
4/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
4/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
5/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
5/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
5/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
5/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
5/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
5/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , , , , , , 
5/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , , , , , , 
5/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , , , , , , 
5/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
5/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
6/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
6/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
6/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
6/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
6/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
6/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , ,97,7:00:00,74,4:00:00, 
6/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , ,41,7:00:00,29,3:00:00, 
6/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , ,11,12:00:00,6,3:00:00, 
6/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
6/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , ,3,0:00:00,0,0:00:00, , , , , 
7/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
7/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
7/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
7/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
7/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
7/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , ,98,11:00:00,74,10:00:00, 
7/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , ,44,7:00:00,30,4:00:00, 
7/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , ,9,8:00:00,4,4:00:00, 
7/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
7/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
8/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
8/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
8/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
8/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
8/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
8/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , , , , , , 
8/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , , , , , , 
8/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , , , , , , 
8/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
8/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
9/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
9/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
9/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
9/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
9/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
9/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , , , , , , 
9/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , , , , , , 
9/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , , , , , , 
9/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
9/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
10/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
10/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
10/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
10/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
10/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
10/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , ,97,6:00:00,76,1:00:00, 
10/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , ,42,11:00:00,30,1:00:00, 
10/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , ,11,11:00:00,5,2:00:00, 
10/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
10/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
11/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
11/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
11/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
11/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
11/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
11/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , ,101,6:00:00,75,2:00:00, 
11/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , ,45,7:00:00,30,2:00:00, 
11/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , ,9,11:00:00,5,11:00:00, 
11/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
11/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
12/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
12/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
12/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
12/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
12/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
12/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , , , , , , 
12/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , , , , , , 
12/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , , , , , , 
12/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
12/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
13/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
13/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
13/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
13/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
13/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
13/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , ,104,20:00:00,74,3:00:00, 
13/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , ,44,6:00:00,30,2:00:00, 
13/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , ,13,11:00:00,5,3:00:00, 
13/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
13/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
14/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
14/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
14/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
14/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
14/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
14/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , ,106,22:00:00,73,9:00:00, 
14/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , ,48,12:00:00,30,4:00:00, 
14/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , ,13,12:00:00,5,5:00:00, 
14/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
14/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
15/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
15/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
15/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
15/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
15/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
15/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , ,106,23:00:00,65,10:00:00, 
15/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , ,42,10:00:00,32,4:00:00, 
15/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , ,12,12:00:00,5,7:00:00, 
15/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
15/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
16/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
16/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
16/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
16/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
16/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
16/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , ,90,7:00:00,0,9:00:00, 
16/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , ,152,19:00:00,30,4:00:00, 
16/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , ,10,10:00:00,5,7:00:00, 
16/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
16/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
17/10/2025,RKL,SED,COLLAGE,33kV I/C-1 (GSS), , , , , , , , , , , 
17/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (33kV), , , , , , , , , , , 
17/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (33kV), , , , , , , , , , , 
17/10/2025,RKL,SED,COLLAGE,5 MVA PTR-1 (11kV), , , , , , , , , , , 
17/10/2025,RKL,SED,COLLAGE,5 MVA PTR-2 (11kV), , , , , , , , , , , 
17/10/2025,RKL,SED,COLLAGE,11KV COLLAGE,1,5, , , , , , , , , 
17/10/2025,RKL,SED,COLLAGE,11 KV RRIT,2,5, , , , , , , , , 
17/10/2025,RKL,SED,COLLAGE,11kV MEDICAL,2,5, , , , , , , , , 
17/10/2025,RKL,SED,COLLAGE,Station Transformer (33kV/0.415kV), , , , , , , , , , , 
17/10/2025,RKL,SED,COLLAGE,Charger 48/24 Volt (O/P DC in Volt), , , , , , , , , , , 
